name,team,position,ovr,spd,str,agi,awr,acc,jmp,cod
Donovan Jones,NEBRASKA,CB,82,89,71,90,,92,92,87
Dwayne Mcdougle Iii,NEBRASKA,FS,82,86,70,87,,88,87,85
Kyle Cunanan,NEBRASKA,K,82,71,45,74,,75,81,67
Luke Lindenmeyer,NEBRASKA,TE,82,79,85,77,,82,82,76
Riley Van Poppel,NEBRASKA,DT,82,68,92,66,,82,78,53
Tree Babalade,NEBRASKA,RT,82,62,93,59,,73,69,54
Cortez Mills Jr.,NEBRASKA,WR,81,92,51,92,,94,93,90
Gunnar Gottula,NEBRASKA,RT,81,67,88,72,,77,73,60
Lane Dempsey,NEBRASKA,P,80,60,71,48,,61,74,47
Brendan Black,NEBRASKA,RG,78,55,90,54,,66,66,54
Cameron Lenhardt,NEBRASKA,LEDG,78,76,82,76,,84,78,67
Isaiah Mozee,NEBRASKA,HB,78,88,79,86,,91,87,85
Mekhi Nelson,NEBRASKA,HB,78,91,67,89,,90,88,88
Rex Guthrie,NEBRASKA,SS,78,87,66,87,,89,86,84
Anthony Jones Jr.,NEBRASKA,REDG,77,76,80,77,,82,78,69
Dexter Foster,NEBRASKA,MIKE,77,84,75,78,,87,81,77
Janiran Bonner,NEBRASKA,WR,77,86,80,82,,87,88,82
Kwinten Ives,NEBRASKA,HB,77,87,77,84,,89,86,83
Owen Stoudmire,NEBRASKA,DT,77,64,86,62,,76,72,53
Jahsear Whittington,NEBRASKA,DT,76,74,81,74,,85,77,66
Mario Buford,NEBRASKA,FS,76,89,50,87,,92,87,87
Mario Golston,NEBRASKA,HB,76,91,66,92,,97,87,92
Paul Mubenga,NEBRASKA,LG,76,63,87,69,,74,74,55
Carter Nelson,NEBRASKA,TE,75,87,76,84,,86,95,79
Grant Brix,NEBRASKA,LG,75,68,80,81,,82,81,51
Jamir Conn,NEBRASKA,CB,75,88,55,88,,90,89,87
Justyn Rhett,NEBRASKA,SS,75,90,65,90,,93,89,90
Sam Sledge,NEBRASKA,RG,75,66,83,74,,76,73,59
Tyler Knaak,NEBRASKA,RG,75,54,90,57,,64,65,52
Amare Sanders,NEBRASKA,CB,74,89,61,85,,90,85,82
Dylan Rogers,NEBRASKA,LEDG,74,78,76,78,,85,80,75
Gabe Moore,NEBRASKA,DT,74,66,86,65,,80,77,53
Jack Posey,NEBRASKA,TE,74,79,71,81,,88,88,75
Kade Pietrzak,NEBRASKA,LEDG,74,75,75,72,,82,75,69
Mac Markway,NEBRASKA,REDG,74,77,77,78,,84,85,75
Christian Jones,NEBRASKA,MIKE,73,86,69,82,,90,85,77
Conor Booth,NEBRASKA,HB,73,83,76,83,,85,81,81
Larry Flowers,NEBRASKA,CB,73,90,60,89,,93,88,89
Mason Goldman,NEBRASKA,LEDG,73,72,81,75,,82,78,63
Quinn Clark,NEBRASKA,WR,73,87,71,81,,88,84,82
Sua Lefotu,NEBRASKA,DT,73,58,90,64,,72,70,47
Tj Lateef,NEBRASKA,QB,73,85,55,87,,87,85,86
Victor Evans Iii,NEBRASKA,CB,73,88,47,86,,90,87,85
Willis Mcgahee Iv,NEBRASKA,REDG,73,82,75,83,,89,86,80
Ashton Murphy,NEBRASKA,LEDG,72,78,95,78,,87,84,73
Earl Springs,NEBRASKA,K,72,69,54,72,,69,56,72
Addison Mcmahon,NEBRASKA,FS,71,88,65,85,,91,86,86
Benji Cowan,NEBRASKA,DT,71,65,85,63,,79,74,52
Dawson Merritt,NEBRASKA,WILL,71,85,64,82,,87,88,77
Preston Taumua,NEBRASKA,LT,71,63,88,65,,75,74,58
Alexander Lewis-Copeland,NEBRASKA,SS,70,88,70,85,,91,85,84
Bryan Hales,NEBRASKA,RT,70,59,86,70,,70,73,53
Carlos Smith-Garcia,NEBRASKA,K,70,70,49,67,,67,61,69
Jack Wills,NEBRASKA,TE,70,76,82,76,,82,77,70
Brock Knutson,NEBRASKA,LG,69,58,93,71,,70,73,55
Caleb Benning,NEBRASKA,FS,69,90,61,89,,93,89,87
Deionte Wallace,NEBRASKA,DT,69,69,82,70,,82,76,60
Javier Callaway,NEBRASKA,FS,69,90,60,89,,93,89,86
Marco Weldon,NEBRASKA,TE,69,78,77,78,,86,85,68
Mike Spellman,NEBRASKA,RG,69,64,81,79,,83,77,59
Phillip Morrow,NEBRASKA,RT,69,55,91,68,,66,70,58
Amari Hutchins,NEBRASKA,CB,68,90,53,92,,94,89,89
Daniel Kaelin,NEBRASKA,QB,68,75,67,74,,77,75,74
Jake Peters,NEBRASKA,C,68,62,84,67,,74,70,56
Keelan Smith,NEBRASKA,WR,68,85,67,83,,87,85,82
Shakim Howard,NEBRASKA,CB,68,90,59,89,,93,90,86
Dom Picard,NEBRASKA,C,67,67,78,79,,82,78,61
Jay Hughes,NEBRASKA,LG,67,67,77,79,,82,79,64
Jermaine Bethel,NEBRASKA,SAM,67,84,64,86,,92,86,83
Dylan Labarbera,NEVADA,REDG,87,82,80,83,,89,79,77
Zach Cochnauer,NEVADA,RT,84,63,90,58,,72,56,47
Jack Foster,NEVADA,LT,81,71,84,66,,79,79,60
Selman Bridges,NEVADA,CB,79,89,49,91,,93,91,89
Aiden Walker,NEVADA,CB,77,89,54,86,,91,87,85
Herschel Turner,NEVADA,HB,77,89,61,89,,93,85,86
Barry Brown,NEVADA,HB,76,88,70,84,,91,85,86
Greg Young,NEVADA,RT,76,65,80,78,,81,77,59
Joe Mcfadden,NEVADA,K,76,64,34,61,,72,58,51
Logologo Va'A,NEVADA,DT,76,59,87,53,,67,72,46
Ky Woods,NEVADA,HB,75,90,58,90,,92,87,85
Bryson Spelling,NEVADA,CB,74,86,66,86,,89,86,84
Dominic Kelley,NEVADA,HB,74,85,73,86,,88,86,85
Ethan Newman,NEVADA,RG,74,59,85,59,,68,60,53
Larry Turner-Gooden,NEVADA,SS,74,87,73,87,,91,88,85
Marshaun Brown,NEVADA,WR,74,84,66,84,,87,88,80
Carter Jackson,NEVADA,HB,73,87,67,85,,89,87,86
Gary Givens Iii,NEVADA,WR,73,85,66,83,,86,87,80
Jacob Norcross,NEVADA,C,73,67,84,64,,74,71,55
Jamal Clemens,NEVADA,HB,73,90,65,89,,95,85,92
Kola Babalola,NEVADA,TE,73,83,72,81,,85,82,78
Myles Williams,NEVADA,LEDG,73,76,76,78,,82,82,71
Bishop Turner,NEVADA,FS,72,86,64,88,,89,83,84
Ej Smith,NEVADA,MIKE,72,77,77,76,,80,79,73
Seth Perkins,NEVADA,TE,72,76,67,79,,86,83,77
Snoop Leota-Amaama,NEVADA,LG,72,48,92,43,,58,59,38
Aj Bianco,NEVADA,QB,71,77,69,79,,81,80,78
Bryce Echols,NEVADA,DT,71,67,85,64,,77,73,49
Eric Garrison,NEVADA,K,71,70,50,69,,70,73,70
Jaylen Webb,NEVADA,FS,71,86,70,85,,87,86,83
Joshua Scott,NEVADA,CB,71,86,55,86,,89,85,83
Poasa Utu,NEVADA,REDG,71,81,78,78,,84,81,74
Brad Brooks,NEVADA,P,70,61,67,54,,62,64,53
Deon Barnard,NEVADA,CB,70,88,59,86,,89,85,86
Dj Asiasi,NEVADA,TE,70,78,72,79,,80,77,78
Tommy Hardwick,NEVADA,RT,70,65,78,77,,82,77,58
Brandon Amaniampong,NEVADA,LEDG,69,74,75,71,,76,77,65
Carter Jones,NEVADA,QB,69,82,66,81,,84,77,80
Cooper Wilson,NEVADA,CB,69,85,58,86,,86,82,85
Dalton Jenkins,NEVADA,QB,69,73,62,72,,76,69,69
David Paine Jr.,NEVADA,DT,69,63,82,58,,73,70,55
Luke Duncan,NEVADA,QB,69,72,67,70,,76,73,71
Tanner Vaughan,NEVADA,DT,69,70,72,64,,77,72,59
Tony Gordon,NEVADA,DT,69,65,86,64,,80,78,52
Brandon Vance,NEVADA,QB,68,76,55,80,,84,76,81
Daijon Calimon,NEVADA,WR,68,88,45,86,,89,85,87
Damien Morgan,NEVADA,WR,68,87,61,85,,89,81,83
Dorian Kendricks,NEVADA,REDG,68,73,81,73,,81,78,65
Henry Sellards,NEVADA,LT,68,59,80,57,,66,66,54
Jaceon Doss,NEVADA,WR,68,87,51,86,,89,85,82
Jeremy Naborne-Owens,NEVADA,REDG,68,83,58,82,,87,87,77
Kameron Brown,NEVADA,LEDG,68,76,70,75,,83,75,73
Sean Patterson,NEVADA,TE,68,74,74,78,,83,77,74
Jamaal Wortham,NEVADA,LEDG,67,69,83,70,,74,71,62
Manuel Cardona,NEVADA,WILL,67,79,71,81,,88,84,76
Michael Fitzgerald,NEVADA,WILL,67,78,75,79,,86,81,73
Sammy Ware,NEVADA,RT,67,68,77,78,,82,77,57
Terrence Johnson,NEVADA,LT,67,64,78,69,,76,65,62
Zavien Abercrombie,NEVADA,CB,67,87,45,86,,90,87,82
Jaxton Eck,NEW MEXICO,MIKE,89,85,80,77,,87,87,77
Austin Brawley,NEW MEXICO,FS,83,88,62,87,,91,84,85
Kaden Robnett,NEW MEXICO,C,83,70,85,67,,78,69,60
Troy Omeire,NEW MEXICO,WR,83,88,77,83,,90,88,80
Scottre Humphrey,NEW MEXICO,HB,81,90,73,87,,90,85,85
Kiefer Sibley,NEW MEXICO,HB,80,90,59,90,,92,85,88
Tavian Combs,NEW MEXICO,SS,80,86,67,84,,87,86,82
Cade Keith,NEW MEXICO,TE,79,77,74,79,,82,85,74
Jaymar Tasi,NEW MEXICO,RG,78,69,86,70,,76,73,54
Brian Booker,NEW MEXICO,DT,77,54,90,49,,64,67,42
Darren Agu,NEW MEXICO,REDG,77,79,77,76,,85,84,71
Deshaun Buchanan,NEW MEXICO,HB,77,87,65,83,,89,84,81
Frankie Edwards Iii,NEW MEXICO,CB,77,90,52,88,,89,85,87
Jack Layne,NEW MEXICO,QB,77,80,73,81,,82,80,82
Ormanie Arnold,NEW MEXICO,CB,77,88,53,92,,92,85,92
Charles Steinkamp,NEW MEXICO,P,76,67,52,55,,71,71,53
Shawn Miller,NEW MEXICO,WR,76,90,67,86,,92,89,85
Stephen Nicholson,NEW MEXICO,K,74,70,48,71,,73,57,70
Tyler Lawrence,NEW MEXICO,RT,74,66,83,65,,73,78,50
Eric Mcclain,NEW MEXICO,CB,73,86,53,88,,89,86,84
Miles Williams,NEW MEXICO,WR,73,86,61,86,,88,85,84
Zhaiel Smith,NEW MEXICO,WR,73,91,50,89,,93,90,87
Cj Mcbean,NEW MEXICO,FS,72,87,65,85,,88,86,82
Malik Aliane,NEW MEXICO,LT,72,62,86,57,,69,57,47
Mercury Swaim,NEW MEXICO,WILL,72,80,71,78,,84,80,75
Darrion Bowers,NEW MEXICO,HB,71,86,59,86,,88,84,84
Drew Speech,NEW MEXICO,SS,71,86,67,83,,88,86,81
Markus Fetcho,NEW MEXICO,RT,71,72,78,79,,81,75,63
Massiah Mingo,NEW MEXICO,WR,71,91,53,89,,91,93,88
Rashawn Carmichael,NEW MEXICO,HB,71,85,73,79,,88,81,81
Elijah Brody,NEW MEXICO,LEDG,70,85,73,86,,89,81,84
Luke Moga,NEW MEXICO,QB,70,90,53,88,,91,87,88
Tripp Walsh,NEW MEXICO,TE,70,79,74,80,,81,82,74
Abraham Williams,NEW MEXICO,WR,69,87,58,86,,89,92,85
Clay Martineau,NEW MEXICO,MIKE,69,85,67,82,,89,91,76
Jayden Sheridan,NEW MEXICO,CB,69,87,51,87,,88,87,85
Joey Olsen,NEW MEXICO,TE,69,84,65,88,,89,88,81
John Sierra,NEW MEXICO,REDG,69,77,66,81,,86,82,75
Xavier Slayton,NEW MEXICO,LEDG,69,76,68,74,,82,79,66
Elvin Harris,NEW MEXICO,RT,68,54,85,52,,65,66,48
Matthew Hitchens,NEW MEXICO,LEDG,68,71,81,73,,78,76,67
Simon Mapa,NEW MEXICO,TE,68,75,73,76,,79,82,72
Alex Swinton,NEW MEXICO,SS,67,88,65,88,,92,85,88
Cody Thumlert,NEW MEXICO,REDG,67,77,72,79,,82,80,76
Jalen Mciver,NEW MEXICO,DT,67,66,81,64,,72,66,50
Josh Mens Ah,NEW MEXICO,CB,67,90,48,90,,91,92,87
Joshua Barnes,NEW MEXICO,FS,67,87,61,84,,89,87,83
Jubilee Siitia-Tasi,NEW MEXICO,RG,67,57,86,54,,65,71,51
Tevin Shaw,NEW MEXICO,LT,67,56,86,48,,65,66,45
Bernock Iya,NEW MEXICO ST.,FS,84,88,59,88,,88,90,86
Sone Aupiu,NEW MEXICO ST.,MIKE,80,80,77,79,,84,81,76
Tk King,NEW MEXICO ST.,WR,80,91,55,89,,93,92,89
Tory Gethers,NEW MEXICO ST.,WILL,78,83,70,81,,86,80,79
Dijon Stanley,NEW MEXICO ST.,HB,77,91,64,89,,92,87,87
James Jones,NEW MEXICO ST.,HB,77,87,70,87,,89,88,85
Nick Session,NEW MEXICO ST.,SS,77,85,66,84,,87,86,81
Tj Pride,NEW MEXICO ST.,WR,77,88,46,89,,91,84,88
Vic Shaw,NEW MEXICO ST.,REDG,77,79,72,78,,84,80,72
Devin Ellison,NEW MEXICO ST.,WR,76,89,64,87,,93,91,86
Gabe Peterson,NEW MEXICO ST.,LEDG,76,73,82,73,,81,70,66
Eric Barton,NEW MEXICO ST.,P,75,72,50,74,,70,72,72
Isaiah Rudison,NEW MEXICO ST.,HB,75,86,79,80,,85,79,77
Josiah Charles,NEW MEXICO ST.,CB,75,88,51,88,,91,92,86
Kaian Roberts-Day,NEW MEXICO ST.,DT,75,69,82,65,,77,74,61
Lyndon Ravare,NEW MEXICO ST.,WR,75,90,41,88,,88,84,88
Tayden Barnes,NEW MEXICO ST.,FS,75,89,68,87,,92,88,86
Terrell Washington Jr.,NEW MEXICO ST.,HB,75,87,68,84,,89,82,83
Henry Davis Iii,NEW MEXICO ST.,DT,74,71,81,73,,76,73,65
Jerry Lydiatt,NEW MEXICO ST.,TE,74,80,68,77,,85,84,75
Josiah Jackson,NEW MEXICO ST.,DT,74,67,82,65,,75,73,55
Myles Libman,NEW MEXICO ST.,WR,74,89,63,88,,92,86,86
Tyler Keinath,NEW MEXICO ST.,RG,74,53,90,55,,63,60,51
James Williams,NEW MEXICO ST.,LG,73,57,88,56,,67,71,49
Aj Williams Iii,NEW MEXICO ST.,WR,71,85,66,82,,89,87,79
Enzo-Pierre Tayou,NEW MEXICO ST.,DT,71,68,77,65,,73,72,55
Izzy Clark-White,NEW MEXICO ST.,CB,71,87,48,85,,90,85,84
Joshua Goines,NEW MEXICO ST.,TE,71,78,72,79,,84,84,74
Martell Washington,NEW MEXICO ST.,HB,71,88,65,86,,93,83,88
Mateo Rodriguez,NEW MEXICO ST.,LG,71,75,81,72,,83,76,59
Obinna Okeke,NEW MEXICO ST.,REDG,71,75,70,72,,81,76,66
Rob Webster,NEW MEXICO ST.,QB,71,70,65,66,,69,63,63
Jason Gwan,NEW MEXICO ST.,DT,70,66,78,63,,74,75,52
Saveon Freeman,NEW MEXICO ST.,CB,70,84,57,85,,87,85,82
Bret Harris,NEW MEXICO ST.,HB,69,87,67,86,,92,82,88
Ilya Uvaydov,NEW MEXICO ST.,K,69,71,46,58,,61,64,55
Jamaun Thompson,NEW MEXICO ST.,REDG,69,76,69,75,,83,79,73
Javon Gillespie,NEW MEXICO ST.,CB,69,88,48,86,,89,88,85
Jordan-Lebron Downey,NEW MEXICO ST.,DT,69,67,83,66,,75,67,54
Adam Damante,NEW MEXICO ST.,QB,68,76,65,77,,78,80,76
Amaurey Brooks,NEW MEXICO ST.,CB,68,88,65,87,,89,85,83
Armond Owens,NEW MEXICO ST.,RT,68,62,85,57,,71,65,50
De'Marcus Peters,NEW MEXICO ST.,CB,68,88,48,88,,89,88,86
Jeremiah Sandiford,NEW MEXICO ST.,DT,68,62,84,61,,71,67,57
Kyle Mccray,NEW MEXICO ST.,FS,68,86,70,83,,89,80,81
Terrione Graves,NEW MEXICO ST.,WR,68,88,65,84,,89,78,83
Bradley Vislisel,NEW MEXICO ST.,REDG,67,73,67,72,,76,76,65
Jakobe Campbell,NEW MEXICO ST.,SS,67,86,57,86,,88,86,84
Ray Lotten,NEW MEXICO ST.,TE,67,73,74,75,,77,73,73
Melkart Abou-Jaoude,NORTH CAROLINA,REDG,89,82,87,81,,88,84,74
Kaleb Cost,NORTH CAROLINA,CB,86,91,64,91,,93,90,90
Demon June,NORTH CAROLINA,HB,84,90,77,87,,91,83,85
Jordan Shipp,NORTH CAROLINA,WR,83,89,64,88,,93,87,87
Aeron Burrell,NORTH CAROLINA,K,82,70,41,65,,72,72,59
Benjamin Hall,NORTH CAROLINA,HB,81,87,81,79,,88,80,78
Isaiah Johnson,NORTH CAROLINA,DT,81,60,90,57,,70,66,45
Jelani Thurman,NORTH CAROLINA,TE,81,84,82,84,,90,88,80
Kaleb Jackson,NORTH CAROLINA,HB,81,88,81,82,,87,85,78
Jaiden Patterson,NORTH CAROLINA,CB,79,95,64,91,,94,94,90
Leroy Jackson,NORTH CAROLINA,DT,79,71,87,67,,79,79,58
Christo Kelly,NORTH CAROLINA,C,78,63,87,59,,73,66,57
Jordan Hall,NORTH CAROLINA,LT,78,64,87,60,,74,66,55
Nathan Leacock,NORTH CAROLINA,WR,78,94,71,86,,92,84,85
Trech Kekahuna,NORTH CAROLINA,WR,78,89,59,87,,90,85,87
Billy Edwards Jr.,NORTH CAROLINA,QB,77,83,71,81,,84,80,81
Derek Mcdonald,NORTH CAROLINA,MIKE,77,78,77,78,,86,81,71
Greg Smith,NORTH CAROLINA,SS,77,90,61,89,,92,88,89
Kevin Wdmack,NORTH CAROLINA,WR,77,92,57,91,,93,91,91
Donovan Hollette,NORTH CAROLINA,LEDG,76,80,75,79,,86,83,73
Dorian Green,NORTH CAROLINA,CB,76,90,63,89,,93,89,90
Jordan Washington,NORTH CAROLINA,TE,76,79,79,79,,83,87,75
Ade Willie,NORTH CAROLINA,CB,75,89,66,89,,90,88,87
Cj Sadler,NORTH CAROLINA,WR,75,91,53,93,,94,86,91
Coleman Bryson,NORTH CAROLINA,FS,75,85,72,84,,87,87,82
Damien York,NORTH CAROLINA,WR,75,90,61,88,,91,88,86
Jacqawn Mcroy,NORTH CAROLINA,RT,75,67,91,63,,73,71,48
Jakob Weatherspoon,NORTH CAROLINA,FS,75,92,51,90,,93,91,87
Kenton Dopson Iii,NORTH CAROLINA,CB,75,90,60,89,,92,92,88
Peyton Seelmann,NORTH CAROLINA,WILL,75,83,73,79,,87,83,79
Aidan Banfield,NORTH CAROLINA,LG,74,65,82,59,,73,64,52
Charleston French,NORTH CAROLINA,HB,74,88,60,88,,90,89,86
Jaylen Harvey,NORTH CAROLINA,REDG,74,79,72,79,,84,78,72
Jonathan Agumadu,NORTH CAROLINA,WILL,74,83,77,78,,89,84,76
Joseph Mupdyi,NORTH CAROLINA,LEDG,74,75,85,74,,85,80,63
Shamar Easter,NORTH CAROLINA,TE,74,81,69,84,,88,92,76
Shanard Clower,NORTH CAROLINA,WR,74,89,48,89,,93,85,87
Xavier Lewis,NORTH CAROLINA,DT,74,66,85,66,,72,62,51
Andrew Threatt,NORTH CAROLINA,RT,73,59,86,56,,68,60,51
Peyton Waters,NORTH CAROLINA,FS,73,87,51,86,,90,82,86
Ty Adams,NORTH CAROLINA,CB,73,92,60,93,,94,86,95
Vincent Talley,NORTH CAROLINA,REDG,73,75,84,72,,84,81,63
Zavion Griffin-Haynes,NORTH CAROLINA,LEDG,73,84,62,79,,88,82,77
Aric Daniels,NORTH CAROLINA,REDG,72,76,83,73,,84,82,64
Carnell Warren,NORTH CAROLINA,WR,72,87,71,88,,87,91,86
Deuce King,NORTH CAROLINA,CB,72,90,66,90,,93,88,87
Eidan Buchanan,NORTH CAROLINA,LT,72,57,86,55,,66,72,50
Jacob Horvath,NORTH CAROLINA,P,72,61,66,55,,62,68,54
Ken Whittington,NORTH CAROLINA,DT,72,65,85,64,,79,76,52
Quinten Bishop,NORTH CAROLINA,DT,72,68,82,66,,82,77,58
Au'Tori Newkirk,NORTH CAROLINA,QB,71,84,60,84,,86,89,83
Daniel Anderson,NORTH CAROLINA,REDG,71,71,84,71,,79,77,61
Jaxxon Warren,NORTH CAROLINA,TE,71,72,83,72,,76,70,67
Jaylon Southgate,NORTH CAROLINA,LEDG,71,71,84,72,,78,76,62
Jonah Rodriguez,NORTH CAROLINA,RG,71,67,83,66,,76,73,58
Miles O'Neill,NORTH CAROLINA,QB,71,72,72,71,,74,64,67
Tyler Chambers,NORTH CAROLINA,QB,71,83,67,86,,85,81,84
Jalon Thompson,NORTH CAROLINA,CB,70,93,61,91,,93,88,92
Nicco Maggio,NORTH CAROLINA,LEDG,70,71,80,68,,75,72,64
Tyler Houser,NORTH CAROLINA,WILL,70,83,69,80,,84,84,78
Brendan Kirby,NORTH CAROLINA,K,69,67,58,66,,67,67,66
Byron Nelson,NORTH CAROLINA,RG,69,65,82,63,,70,72,55
David Jackson,NORTH CAROLINA,DT,69,64,80,60,,69,65,55
Javion Butts,NORTH CAROLINA,SS,69,88,54,85,,91,86,85
Julian Peterson,NORTH CAROLINA,CB,69,88,53,86,,87,88,84
Carson Speed,NORTH CAROLINA,TE,68,79,77,77,,83,83,73
Dq Forkpa,NORTH CAROLINA,MIKE,68,83,67,84,,90,87,79
Eric Foote,NORTH CAROLINA,K,68,68,55,67,,65,61,69
Kymistrii Young,NORTH CAROLINA,WR,68,87,70,86,,85,80,85
Logan Marsh,NORTH CAROLINA,RG,68,57,87,68,,70,70,51
Peter Pesansky,NORTH CAROLINA,DT,68,71,82,73,,83,77,66
Timir Hickman-Collins,NORTH CAROLINA,MIKE,68,83,68,80,,87,81,75
Griffin Empey,NORTH DAKOTA STATE,LG,87,73,87,74,,82,73,66
Dj Scott,NORTH DAKOTA STATE,HB,83,89,72,87,,91,85,86
Keenan Wilson,NORTH DAKOTA STATE,DT,80,71,83,71,,75,76,61
Darius Givance,NORTH DAKOTA STATE,SS,79,88,71,85,,91,86,85
Donovan Woolen,NORTH DAKOTA STATE,MIKE,78,81,77,80,,84,83,79
Josh Magin,NORTH DAKOTA STATE,RT,78,66,90,50,,76,69,44
Keith Williams,NORTH DAKOTA STATE,WILL,78,82,79,81,,85,84,77
Myles Mitchell,NORTH DAKOTA STATE,HB,78,90,64,87,,92,84,85
Logan Larson,NORTH DAKOTA STATE,DT,77,67,80,66,,79,73,58
Alijah Wayne,NORTH DAKOTA STATE,DT,76,65,79,64,,69,66,55
Jackson Williams,NORTH DAKOTA STATE,WR,76,90,56,88,,91,87,86
Matthew Stenbroten,NORTH DAKOTA STATE,LEDG,76,77,78,76,,84,80,71
Zach Vanderpool,NORTH DAKOTA STATE,DT,76,66,81,65,,74,68,59
Jaylin Crumby,NORTH DAKOTA STATE,FS,75,88,63,87,,89,88,86
Kelton Mccaslin,NORTH DAKOTA STATE,REDG,75,78,71,77,,84,82,74
Reis Kessl,NORTH DAKOTA STATE,TE,75,77,75,82,,82,79,75
Nate Tastad,NORTH DAKOTA STATE,RG,74,65,85,62,,74,68,51
Nathan Hayes,NORTH DAKOTA STATE,QB,74,76,67,82,,85,75,76
Alex Jenkins,NORTH DAKOTA STATE,LT,73,63,84,75,,77,72,52
Ryan Babatz,NORTH DAKOTA STATE,LT,73,65,85,64,,75,75,55
Taylen Eady,NORTH DAKOTA STATE,FS,73,89,67,88,,90,87,87
Dj Voltz,NORTH DAKOTA STATE,CB,72,87,56,88,,90,91,86
Ej Davis,NORTH DAKOTA STATE,CB,71,86,67,85,,88,88,83
Jack Liwiewski,NORTH DAKOTA STATE,RG,71,66,84,61,,75,70,55
Mekhi Collins,NORTH DAKOTA STATE,WR,71,88,64,87,,89,85,83
Rashad West,NORTH DAKOTA STATE,P,71,69,59,60,,61,65,61
Drew Klein,NORTH DAKOTA STATE,K,70,66,53,62,,58,73,60
Will Steil,NORTH DAKOTA STATE,FS,70,88,70,85,,89,83,82
Anthony Okes,NORTH DAKOTA STATE,REDG,69,76,72,75,,78,75,73
Noah Taylor,NORTH DAKOTA STATE,SAM,69,80,73,79,,84,82,78
Peder Haugo,NORTH DAKOTA STATE,SAM,69,80,77,77,,83,83,75
Chris Kiel,NORTH DAKOTA STATE,WR,68,86,54,86,,87,85,84
Isiah St. Romain,NORTH DAKOTA STATE,WR,68,86,51,87,,87,88,86
Jalon Tate,NORTH DAKOTA STATE,CB,68,88,59,88,,91,86,88
John Gores,NORTH DAKOTA STATE,WR,68,86,61,86,,87,83,82
Kene Anene,NORTH DAKOTA STATE,RG,68,62,85,56,,72,70,54
Najee Nelson,NORTH DAKOTA STATE,CB,68,89,43,87,,89,87,85
Obald Niyonkuru,NORTH DAKOTA STATE,DT,68,66,75,69,,70,72,55
Preston Brown,NORTH DAKOTA STATE,QB,68,83,65,85,,88,84,83
Jahlem White,NORTH TEXAS,HB,88,93,66,95,,94,91,94
Caden Jenkins,NORTH TEXAS,CB,84,91,63,90,,93,91,88
Neto Umezulu,NORTH TEXAS,RT,84,62,90,72,,77,73,57
Udoka Ezeani,NORTH TEXAS,LEDG,82,84,68,84,,86,85,77
Chandler Strong,NORTH TEXAS,C,80,67,83,64,,75,73,57
Corri Milliner,NORTH TEXAS,WR,80,90,56,89,,91,87,87
Max Reese,NORTH TEXAS,TE,80,79,72,80,,86,81,78
Johnny Williams Iv,NORTH TEXAS,LT,79,59,89,65,,70,71,51
Aaron Alexander,NORTH TEXAS,WILL,78,81,74,82,,86,87,78
Brendon Haygood,NORTH TEXAS,HB,78,86,62,87,,89,86,85
Baron Tipton,NORTH TEXAS,WR,77,87,64,86,,87,92,83
James Tyre,NORTH TEXAS,WR,77,91,52,89,,92,84,88
Terrell Washington,NORTH TEXAS,DT,77,68,85,64,,76,68,55
Brandon Jones,NORTH TEXAS,SS,76,89,62,87,,91,84,86
Dalton Carnes,NORTH TEXAS,WR,76,87,52,87,,90,83,87
Avion Carter,NORTH TEXAS,DT,75,70,79,67,,78,77,64
Chase Canada,NORTH TEXAS,CB,75,88,63,87,,91,87,84
David Onuoha,NORTH TEXAS,LEDG,75,77,69,72,,83,71,64
Justin Benton,NORTH TEXAS,DT,75,59,84,56,,65,72,50
Justin Stevenson,NORTH TEXAS,WR,75,87,61,86,,91,90,85
Peyton Taylor,NORTH TEXAS,CB,75,89,44,86,,90,84,83
Andy Jean,NORTH TEXAS,WR,74,90,58,87,,92,89,85
Curlee Thomas Iv,NORTH TEXAS,REDG,74,72,79,71,,84,79,63
Ja'Bree Bickham,NORTH TEXAS,WR,74,92,53,91,,91,90,90
Taye Seymore,NORTH TEXAS,FS,74,94,64,87,,92,87,85
Tayven Jackson,NORTH TEXAS,QB,74,83,67,85,,86,82,83
Zakye Barker,NORTH TEXAS,MIKE,74,76,77,79,,84,80,79
Bj Allen Jr.,NORTH TEXAS,CB,73,85,62,84,,89,89,81
Davidon Rhodes,NORTH TEXAS,REDG,73,75,69,71,,81,77,66
Graham Gillespie,NORTH TEXAS,FS,73,87,72,86,,90,82,86
Ian Ratliff,NORTH TEXAS,P,73,64,38,56,,65,60,53
Josiah Martin,NORTH TEXAS,WR,72,91,40,90,,94,87,89
Kamdon Mcfarland,NORTH TEXAS,SS,71,83,68,85,,84,86,80
Max Russell,NORTH TEXAS,QB,71,76,57,81,,83,77,80
Rudy Vargas Jr.,NORTH TEXAS,DT,71,60,86,65,,74,72,53
Steven Curtis,NORTH TEXAS,LEDG,71,77,75,76,,82,80,66
Tj Chukwurah,NORTH TEXAS,WR,71,87,65,86,,87,89,84
Brec Long,NORTH TEXAS,TE,70,76,74,77,,79,72,73
Bryce Garza,NORTH TEXAS,SS,70,85,64,85,,87,84,83
Chris Jimerson Jr.,NORTH TEXAS,QB,70,89,54,88,,88,84,87
Dylan Shaw,NORTH TEXAS,LG,70,57,89,61,,69,66,53
Henry Fenuku,NORTH TEXAS,RG,70,72,79,73,,80,76,64
